trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.8159999999999998}",20,0,-108.55779058741493,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
185,False,"{'a': 0.2, 'e': 0.8149999999999998}",20,0,-193.29628582042005,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
186,False,"{'a': 0.2, 'e': 0.8139999999999998}",20,0,-25.332864210012403,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
187,False,"{'a': 0.2, 'e': 0.8129999999999998}",20,0,-41.36442145281135,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
188,False,"{'a': 0.2, 'e': 0.8119999999999998}",20,0,-42.073725899640586,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
189,False,"{'a': 0.2, 'e': 0.8109999999999998}",25,0,-161.84604262319536,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
190,False,"{'a': 0.2, 'e': 0.8099999999999998}",20,0,-224.07134543339777,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 4}",0
191,False,"{'a': 0.2, 'e': 0.8089999999999998}",20,4,-116.0507748757353,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 2}",1
192,False,"{'a': 0.2, 'e': 0.8079999999999998}",20,0,-119.9217662001872,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
193,False,"{'a': 0.2, 'e': 0.8069999999999998}",25,0,-78.26524661416516,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
194,False,"{'a': 0.2, 'e': 0.8059999999999998}",25,0,-130.78892237882738,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
195,False,"{'a': 0.2, 'e': 0.8049999999999998}",30,0,-109.48769606394451,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
196,False,"{'a': 0.2, 'e': 0.8039999999999998}",30,0,-166.44378708055456,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 4}",0
197,False,"{'a': 0.2, 'e': 0.8029999999999998}",20,0,-117.59779082524497,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
198,False,"{'a': 0.2, 'e': 0.8019999999999998}",30,2,-53.74380566223938,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.8009999999999998}",30,0,-159.85042013430825,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
200,False,"{'a': 0.2, 'e': 0.7999999999999998}",30,5,7.774383262882206,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.7989999999999998}",30,0,-50.89141936963447,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
202,False,"{'a': 0.2, 'e': 0.7979999999999998}",20,11,6.9093826446663655,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.7969999999999998}",20,0,-91.4422788291984,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
204,False,"{'a': 0.2, 'e': 0.7959999999999998}",20,0,-122.12681780390614,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
205,False,"{'a': 0.2, 'e': 0.7949999999999998}",25,0,-137.9598066409436,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
206,False,"{'a': 0.2, 'e': 0.7939999999999998}",20,0,-128.33183637755772,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
207,False,"{'a': 0.2, 'e': 0.7929999999999998}",20,0,-66.46311841813036,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
208,False,"{'a': 0.2, 'e': 0.7919999999999998}",20,0,-3.285293434058512,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.2, 'e': 0.7909999999999998}",20,6,-50.82775552012174,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
210,False,"{'a': 0.2, 'e': 0.7899999999999998}",25,0,-65.63592817968757,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.2, 'e': 0.7889999999999998}",30,0,-156.489769514466,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
212,False,"{'a': 0.2, 'e': 0.7879999999999998}",20,0,-48.856829139736526,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
213,False,"{'a': 0.2, 'e': 0.7869999999999998}",25,0,-179.18997873236,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
214,False,"{'a': 0.2, 'e': 0.7859999999999998}",25,13,-4.536372197938772,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.7849999999999998}",20,0,-66.67741188402711,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
216,False,"{'a': 0.2, 'e': 0.7839999999999998}",20,0,-91.00430444209097,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
217,False,"{'a': 0.2, 'e': 0.7829999999999998}",25,0,-167.62368851021844,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
218,False,"{'a': 0.2, 'e': 0.7819999999999998}",25,0,-96.56599047992515,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
219,False,"{'a': 0.2, 'e': 0.7809999999999998}",25,0,-51.252709523570324,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.7799999999999998}",20,3,-64.33288277734091,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
221,False,"{'a': 0.2, 'e': 0.7789999999999998}",20,0,-9.957640675321265,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
222,False,"{'a': 0.2, 'e': 0.7779999999999998}",20,0,-27.534392847007744,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
223,False,"{'a': 0.2, 'e': 0.7769999999999998}",20,0,-154.97568877340424,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
224,False,"{'a': 0.2, 'e': 0.7759999999999998}",35,3,-66.50743733728262,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.7749999999999998}",20,0,-78.68701219254864,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
226,False,"{'a': 0.2, 'e': 0.7739999999999998}",25,11,-55.461946266022515,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
227,False,"{'a': 0.2, 'e': 0.7729999999999998}",20,0,-100.80021341554831,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
228,False,"{'a': 0.2, 'e': 0.7719999999999998}",20,5,-132.7591033240662,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 3}",1
229,False,"{'a': 0.2, 'e': 0.7709999999999998}",20,0,-172.61738627655512,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
230,False,"{'a': 0.2, 'e': 0.7699999999999998}",25,0,-165.01249674959533,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
231,False,"{'a': 0.2, 'e': 0.7689999999999998}",20,0,-65.81262790954868,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
232,False,"{'a': 0.2, 'e': 0.7679999999999998}",30,1,-85.94884196228327,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 1}",1
233,False,"{'a': 0.2, 'e': 0.7669999999999998}",25,18,-1.6362150492937244,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.7659999999999998}",30,0,-103.46089620732887,"{0: 20, 1: 1, 2: 6, 3: 3, 4: 0}",0
235,False,"{'a': 0.2, 'e': 0.7649999999999998}",20,0,0.34159838796369946,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
236,False,"{'a': 0.2, 'e': 0.7639999999999998}",20,0,-74.94964157077814,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.2, 'e': 0.7629999999999998}",20,0,-21.644475523207717,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
238,False,"{'a': 0.2, 'e': 0.7619999999999998}",20,0,-72.13907744002188,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
239,False,"{'a': 0.2, 'e': 0.7609999999999998}",35,0,-150.7014228248119,"{0: 20, 1: 5, 2: 8, 3: 0, 4: 2}",0
240,False,"{'a': 0.2, 'e': 0.7599999999999998}",25,0,-105.28483513858484,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
241,False,"{'a': 0.2, 'e': 0.7589999999999998}",20,0,-45.64304993890471,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
242,False,"{'a': 0.2, 'e': 0.7579999999999998}",20,0,-42.60881471852834,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
243,False,"{'a': 0.2, 'e': 0.7569999999999998}",20,11,-38.2599673988548,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.2, 'e': 0.7559999999999998}",30,0,-243.42992151801823,"{0: 17, 1: 1, 2: 6, 3: 2, 4: 4}",0
245,False,"{'a': 0.2, 'e': 0.7549999999999998}",25,0,-132.8548044080266,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
246,False,"{'a': 0.2, 'e': 0.7539999999999998}",30,0,-180.95460525958097,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
247,False,"{'a': 0.2, 'e': 0.7529999999999998}",25,0,-40.593442522072365,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
248,False,"{'a': 0.2, 'e': 0.7519999999999998}",20,0,-76.8248779335753,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
249,False,"{'a': 0.2, 'e': 0.7509999999999998}",20,0,-82.23797163432755,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
250,False,"{'a': 0.2, 'e': 0.7499999999999998}",25,0,-165.28142302107563,"{0: 16, 1: 0, 2: 3, 3: 4, 4: 2}",0
251,False,"{'a': 0.2, 'e': 0.7489999999999998}",30,3,-25.50783157798694,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.7479999999999998}",20,0,-124.50988566208616,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
253,False,"{'a': 0.2, 'e': 0.7469999999999998}",25,12,-2.1399957842477666,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.7459999999999998}",20,11,7.297697107351172,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.7449999999999998}",20,2,-20.96756479009902,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.7439999999999998}",20,0,-115.80550803330257,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
257,False,"{'a': 0.2, 'e': 0.7429999999999998}",20,16,7.81137300271072,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.7419999999999998}",20,0,-55.81397050118863,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
259,False,"{'a': 0.2, 'e': 0.7409999999999998}",20,12,-26.148037361123954,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.7399999999999998}",20,0,-17.344679879681777,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
261,False,"{'a': 0.2, 'e': 0.7389999999999998}",20,0,-36.55919538224444,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
262,False,"{'a': 0.2, 'e': 0.7379999999999998}",20,15,10.622560991627413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.7369999999999998}",20,0,-116.65192201569496,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
264,False,"{'a': 0.2, 'e': 0.7359999999999998}",25,0,-64.09794003659522,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
265,False,"{'a': 0.2, 'e': 0.7349999999999998}",25,0,-187.1064744517718,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
266,False,"{'a': 0.2, 'e': 0.7339999999999998}",25,0,-24.050749539162304,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
267,False,"{'a': 0.2, 'e': 0.7329999999999998}",20,0,-62.62753715527274,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
268,False,"{'a': 0.2, 'e': 0.7319999999999998}",25,1,-31.97516306933749,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.7309999999999998}",20,0,-45.15575013612737,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
270,False,"{'a': 0.2, 'e': 0.7299999999999998}",25,0,-92.3513627974076,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
271,False,"{'a': 0.2, 'e': 0.7289999999999998}",20,1,-55.476581958505314,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.7279999999999998}",20,4,-67.53652501065957,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.7269999999999998}",25,0,-18.095660344537674,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
274,False,"{'a': 0.2, 'e': 0.7259999999999998}",25,0,-43.427544263436154,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
275,False,"{'a': 0.2, 'e': 0.7249999999999998}",25,0,-125.9545402839549,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
276,False,"{'a': 0.2, 'e': 0.7239999999999998}",25,0,-107.15571071543405,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
277,False,"{'a': 0.2, 'e': 0.7229999999999998}",25,0,-61.38239085160371,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
278,False,"{'a': 0.2, 'e': 0.7219999999999998}",20,5,-41.90361651377618,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
279,False,"{'a': 0.2, 'e': 0.7209999999999998}",20,13,-22.606231247563215,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.7199999999999998}",25,14,-93.33568696609936,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
281,False,"{'a': 0.2, 'e': 0.7189999999999998}",30,16,-3.793629611026072,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.7179999999999997}",20,4,-12.593848556508041,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.7169999999999997}",25,0,-108.11040065828351,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
284,False,"{'a': 0.2, 'e': 0.7159999999999997}",25,8,-51.6201100831462,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
285,False,"{'a': 0.2, 'e': 0.7149999999999997}",20,0,0.40524800449205833,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
286,False,"{'a': 0.2, 'e': 0.7139999999999997}",25,0,-34.86906365140334,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
287,False,"{'a': 0.2, 'e': 0.7129999999999997}",20,0,-85.12429946556342,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
288,False,"{'a': 0.2, 'e': 0.7119999999999997}",20,12,-27.966022808240933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.2, 'e': 0.7109999999999997}",20,0,-47.50947346352724,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.2, 'e': 0.7099999999999997}",25,0,-131.98310090501576,"{0: 18, 1: 1, 2: 1, 3: 3, 4: 2}",0
291,False,"{'a': 0.2, 'e': 0.7089999999999997}",25,0,-99.6829092530216,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
292,False,"{'a': 0.2, 'e': 0.7079999999999997}",20,0,-57.34282988514983,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
293,False,"{'a': 0.2, 'e': 0.7069999999999997}",20,0,-9.05750617315493,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.2, 'e': 0.7059999999999997}",25,0,-17.812667744577126,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.2, 'e': 0.7049999999999997}",25,0,-20.069630532569597,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
296,False,"{'a': 0.2, 'e': 0.7039999999999997}",30,0,-111.6850614795593,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
297,False,"{'a': 0.2, 'e': 0.7029999999999997}",20,0,-59.38073679477834,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
298,False,"{'a': 0.2, 'e': 0.7019999999999997}",25,13,-32.313398188523145,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.7009999999999997}",20,0,-116.57114070804379,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
300,False,"{'a': 0.2, 'e': 0.6999999999999997}",25,0,-97.58034458123912,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
301,False,"{'a': 0.2, 'e': 0.6989999999999997}",25,0,-74.08149428045843,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
302,False,"{'a': 0.2, 'e': 0.6979999999999997}",25,0,-78.4518307347901,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
303,False,"{'a': 0.2, 'e': 0.6969999999999997}",25,0,-10.751680238927005,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
304,False,"{'a': 0.2, 'e': 0.6959999999999997}",30,0,-101.74155858298714,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
305,False,"{'a': 0.2, 'e': 0.6949999999999997}",20,0,-124.8125985840835,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
306,False,"{'a': 0.2, 'e': 0.6939999999999997}",30,0,-109.41914918662994,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
307,False,"{'a': 0.2, 'e': 0.6929999999999997}",20,0,-64.05858948198625,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
308,False,"{'a': 0.2, 'e': 0.6919999999999997}",30,0,-177.95637192463406,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
309,False,"{'a': 0.2, 'e': 0.6909999999999997}",25,0,-126.99979258697792,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
310,False,"{'a': 0.2, 'e': 0.6899999999999997}",20,11,9.86876550019309,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.6889999999999997}",25,0,-21.435943386729825,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
312,False,"{'a': 0.2, 'e': 0.6879999999999997}",20,0,-74.97146571693797,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.2, 'e': 0.6869999999999997}",20,0,-59.820229848814336,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
314,False,"{'a': 0.2, 'e': 0.6859999999999997}",30,15,-37.08211732013293,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.6849999999999997}",25,17,2.9750044793610235,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.6839999999999997}",25,15,-100.76838868757628,"{0: 5, 1: 0, 2: 1, 3: 3, 4: 1}",1
317,False,"{'a': 0.2, 'e': 0.6829999999999997}",20,0,-59.420238187492046,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
318,False,"{'a': 0.2, 'e': 0.6819999999999997}",20,0,-67.15654751242364,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
319,False,"{'a': 0.2, 'e': 0.6809999999999997}",25,0,-87.76290727044203,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
320,False,"{'a': 0.2, 'e': 0.6799999999999997}",25,0,-111.43491312000666,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
321,False,"{'a': 0.2, 'e': 0.6789999999999997}",25,0,-83.12788270791229,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",0
322,False,"{'a': 0.2, 'e': 0.6779999999999997}",20,0,-56.94838553739366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
323,False,"{'a': 0.2, 'e': 0.6769999999999997}",30,0,-19.334631159946554,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.6759999999999997}",25,0,-46.99419368017536,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
325,False,"{'a': 0.2, 'e': 0.6749999999999997}",20,12,-10.122639373919977,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.6739999999999997}",25,11,13.818920375205249,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.6729999999999997}",30,2,-95.13770733688948,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 2}",1
328,False,"{'a': 0.2, 'e': 0.6719999999999997}",25,0,-37.168842641782014,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
329,False,"{'a': 0.2, 'e': 0.6709999999999997}",20,9,-18.76777465579763,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.6699999999999997}",25,0,-10.111946064299591,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.2, 'e': 0.6689999999999997}",30,0,-137.37897915762255,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
332,False,"{'a': 0.2, 'e': 0.6679999999999997}",20,0,-64.15084796282747,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
333,False,"{'a': 0.2, 'e': 0.6669999999999997}",25,5,-125.04117217181988,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",1
334,False,"{'a': 0.2, 'e': 0.6659999999999997}",20,0,-23.667473850304113,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
335,False,"{'a': 0.2, 'e': 0.6649999999999997}",20,6,-84.44277551229543,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
336,False,"{'a': 0.2, 'e': 0.6639999999999997}",25,15,-13.636700641364936,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.6629999999999997}",20,0,4.8718115608797525,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.6619999999999997}",20,10,8.34847119641173,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.6609999999999997}",25,14,-55.81929068240299,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
340,False,"{'a': 0.2, 'e': 0.6599999999999997}",30,0,-144.23645646653287,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
341,False,"{'a': 0.2, 'e': 0.6589999999999997}",20,6,-67.81759274297102,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
342,False,"{'a': 0.2, 'e': 0.6579999999999997}",25,0,-85.34910538593405,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
343,False,"{'a': 0.2, 'e': 0.6569999999999997}",20,3,-29.570771788681924,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.6559999999999997}",30,0,-103.26013095114143,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
345,False,"{'a': 0.2, 'e': 0.6549999999999997}",25,0,-107.1768772136265,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
346,False,"{'a': 0.2, 'e': 0.6539999999999997}",25,0,-108.16093244063025,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
347,False,"{'a': 0.2, 'e': 0.6529999999999997}",20,2,-42.903907925851584,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.6519999999999997}",20,8,-72.90097365232494,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
349,False,"{'a': 0.2, 'e': 0.6509999999999997}",35,0,-202.26714091063076,"{0: 23, 1: 0, 2: 7, 3: 2, 4: 3}",0
350,False,"{'a': 0.2, 'e': 0.6499999999999997}",30,0,-110.74585834012558,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",1
351,False,"{'a': 0.2, 'e': 0.6489999999999997}",20,0,-91.92644424643265,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
352,False,"{'a': 0.2, 'e': 0.6479999999999997}",25,18,-5.762900006827694,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.6469999999999997}",30,0,-48.25528358853427,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
354,False,"{'a': 0.2, 'e': 0.6459999999999997}",25,0,-15.468847392007591,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
355,False,"{'a': 0.2, 'e': 0.6449999999999997}",25,16,-42.00202108295378,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
356,False,"{'a': 0.2, 'e': 0.6439999999999997}",20,4,-7.1025632427996825,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.6429999999999997}",30,0,-113.03403244048307,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
358,False,"{'a': 0.2, 'e': 0.6419999999999997}",20,11,7.4807418996003845,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.6409999999999997}",20,0,-113.75615234381783,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
360,False,"{'a': 0.2, 'e': 0.6399999999999997}",25,0,-153.23908231421902,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
361,False,"{'a': 0.2, 'e': 0.6389999999999997}",25,0,-48.591822879768074,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.6379999999999997}",20,9,-26.860569024889468,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.6369999999999997}",25,2,-41.701069913510196,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
364,False,"{'a': 0.2, 'e': 0.6359999999999997}",30,0,-120.92302650579711,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
365,False,"{'a': 0.2, 'e': 0.6349999999999997}",20,9,8.181555468829472,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.6339999999999997}",25,0,-2.4261859144552327,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
