trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.2, 'e': 0.4489999999999995}",20,8,-31.866861108012856,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
552,False,"{'a': 0.2, 'e': 0.4479999999999995}",30,18,10.767362281854021,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.2, 'e': 0.4469999999999995}",30,0,-111.51686340165257,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",0
554,False,"{'a': 0.2, 'e': 0.4459999999999995}",35,9,-21.36101113634812,"{0: 23, 1: 0, 2: 1, 3: 2, 4: 0}",1
555,False,"{'a': 0.2, 'e': 0.4449999999999995}",20,16,6.92661965023959,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.4439999999999995}",20,0,-48.0277724540055,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
557,False,"{'a': 0.2, 'e': 0.4429999999999995}",25,0,-94.13217033892899,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
558,False,"{'a': 0.2, 'e': 0.4419999999999995}",30,0,-58.18517348995456,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 1}",0
559,False,"{'a': 0.2, 'e': 0.4409999999999995}",20,0,28.528771385535514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.2, 'e': 0.4399999999999995}",20,8,3.3731610022216727,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.4389999999999995}",30,0,10.388831950041947,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
562,False,"{'a': 0.2, 'e': 0.4379999999999995}",20,7,0.19782546933669987,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
563,False,"{'a': 0.2, 'e': 0.4369999999999995}",25,0,-113.91044386740927,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
564,False,"{'a': 0.2, 'e': 0.4359999999999995}",20,0,-75.0695240092621,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
565,False,"{'a': 0.2, 'e': 0.4349999999999995}",20,0,-133.28141253617935,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
566,False,"{'a': 0.2, 'e': 0.4339999999999995}",20,9,-4.096096476533366,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.2, 'e': 0.4329999999999995}",25,6,-23.222582976906537,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
568,False,"{'a': 0.2, 'e': 0.4319999999999995}",25,0,-44.34825546698001,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
569,False,"{'a': 0.2, 'e': 0.4309999999999995}",30,0,-9.398850798672653,"{0: 27, 1: 1, 2: 0, 3: 2, 4: 0}",0
570,False,"{'a': 0.2, 'e': 0.4299999999999995}",25,0,2.2345074059211374,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
571,False,"{'a': 0.2, 'e': 0.4289999999999995}",20,0,-56.77650947728357,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
572,False,"{'a': 0.2, 'e': 0.4279999999999995}",30,5,10.361706704804249,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
573,False,"{'a': 0.2, 'e': 0.4269999999999995}",30,16,-97.92005483854058,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
574,False,"{'a': 0.2, 'e': 0.4259999999999995}",25,20,9.546776996872438,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.2, 'e': 0.4249999999999995}",25,1,-51.64998192564798,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 0}",1
576,False,"{'a': 0.2, 'e': 0.4239999999999995}",20,0,22.45309234617265,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 0.2, 'e': 0.4229999999999995}",20,14,-0.15679081842120102,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.2, 'e': 0.4219999999999995}",20,15,9.511824464165038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.2, 'e': 0.4209999999999995}",25,0,-66.6895806936943,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
580,False,"{'a': 0.2, 'e': 0.4199999999999995}",25,0,-69.34020404844813,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
581,False,"{'a': 0.2, 'e': 0.4189999999999995}",20,0,-54.566816613887006,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
582,False,"{'a': 0.2, 'e': 0.4179999999999995}",20,0,-92.23369364023705,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
583,False,"{'a': 0.2, 'e': 0.4169999999999995}",25,12,21.32155882583317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.2, 'e': 0.4159999999999995}",30,12,-25.404713365525918,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
585,False,"{'a': 0.2, 'e': 0.4149999999999995}",25,5,-36.24442210113571,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
586,False,"{'a': 0.2, 'e': 0.4139999999999995}",20,8,-21.313056623604616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
587,False,"{'a': 0.2, 'e': 0.4129999999999995}",25,2,-9.748077779489195,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
588,False,"{'a': 0.2, 'e': 0.4119999999999995}",35,4,-93.38588780348263,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 2}",1
589,False,"{'a': 0.2, 'e': 0.4109999999999995}",25,0,-2.3258638777631067,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
590,False,"{'a': 0.2, 'e': 0.4099999999999995}",25,0,-29.59850840718817,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
591,False,"{'a': 0.2, 'e': 0.4089999999999995}",20,0,16.608456157833576,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
592,False,"{'a': 0.2, 'e': 0.4079999999999995}",30,0,-5.215735849816093,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
593,False,"{'a': 0.2, 'e': 0.4069999999999995}",25,14,-56.2166678466859,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
594,False,"{'a': 0.2, 'e': 0.4059999999999995}",20,14,-0.8588681337831905,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.2, 'e': 0.40499999999999947}",30,0,-54.48580292110288,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
596,False,"{'a': 0.2, 'e': 0.40399999999999947}",20,14,-9.14960923034202,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
597,False,"{'a': 0.2, 'e': 0.40299999999999947}",25,8,12.22798561238912,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.2, 'e': 0.40199999999999947}",25,14,10.323617309506998,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.2, 'e': 0.40099999999999947}",20,2,-56.59574547739508,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
600,False,"{'a': 0.2, 'e': 0.39999999999999947}",20,1,2.134816502238176,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
601,False,"{'a': 0.2, 'e': 0.39899999999999947}",20,11,18.920039711756893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.2, 'e': 0.39799999999999947}",25,0,-40.669990156137416,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
603,False,"{'a': 0.2, 'e': 0.39699999999999946}",30,12,17.37198919526913,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.2, 'e': 0.39599999999999946}",20,0,-6.911773814395199,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.2, 'e': 0.39499999999999946}",35,24,2.893840877228337,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.2, 'e': 0.39399999999999946}",20,0,-55.953260693798725,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
607,False,"{'a': 0.2, 'e': 0.39299999999999946}",20,0,-48.142244974433304,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
608,False,"{'a': 0.2, 'e': 0.39199999999999946}",25,8,6.91009628691384,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
609,False,"{'a': 0.2, 'e': 0.39099999999999946}",25,2,22.37625657200508,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.2, 'e': 0.38999999999999946}",25,0,-59.929700736429204,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
611,False,"{'a': 0.2, 'e': 0.38899999999999946}",30,17,24.356947382979744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.2, 'e': 0.38799999999999946}",35,0,-38.00501900286316,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
613,False,"{'a': 0.2, 'e': 0.38699999999999946}",20,0,-22.471181666114475,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
614,False,"{'a': 0.2, 'e': 0.38599999999999945}",20,14,4.819412339299891,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.38499999999999945}",20,0,-32.98557013863299,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
616,False,"{'a': 0.2, 'e': 0.38399999999999945}",30,1,40.48225809068871,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.38299999999999945}",20,10,17.10453861786336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.2, 'e': 0.38199999999999945}",20,15,11.35295887017779,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.2, 'e': 0.38099999999999945}",30,0,-38.12132691364566,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
620,False,"{'a': 0.2, 'e': 0.37999999999999945}",20,2,21.904937025486113,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.2, 'e': 0.37899999999999945}",25,0,-24.87800759405891,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
622,False,"{'a': 0.2, 'e': 0.37799999999999945}",35,0,-5.064719202201317,"{0: 30, 1: 2, 2: 3, 3: 0, 4: 0}",0
623,False,"{'a': 0.2, 'e': 0.37699999999999945}",30,20,8.606713707235238,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.2, 'e': 0.37599999999999945}",35,2,-49.30781899966383,"{0: 25, 1: 5, 2: 2, 3: 0, 4: 1}",1
625,False,"{'a': 0.2, 'e': 0.37499999999999944}",30,13,-25.136702996013092,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
626,False,"{'a': 0.2, 'e': 0.37399999999999944}",20,9,12.107174713626554,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.2, 'e': 0.37299999999999944}",25,0,-85.3883747585292,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
628,False,"{'a': 0.2, 'e': 0.37199999999999944}",30,16,-38.925528648229744,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
629,False,"{'a': 0.2, 'e': 0.37099999999999944}",30,24,11.14334046149398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.2, 'e': 0.36999999999999944}",30,0,-49.99571613877088,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
631,False,"{'a': 0.2, 'e': 0.36899999999999944}",25,2,-86.82309048990491,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
632,False,"{'a': 0.2, 'e': 0.36799999999999944}",20,0,-39.51374025424307,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
633,False,"{'a': 0.2, 'e': 0.36699999999999944}",20,7,6.044825665042574,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.2, 'e': 0.36599999999999944}",25,0,-42.72613020478749,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
635,False,"{'a': 0.2, 'e': 0.36499999999999944}",25,3,-37.9778855563524,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
636,False,"{'a': 0.2, 'e': 0.36399999999999944}",25,1,-76.05099555479497,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
637,False,"{'a': 0.2, 'e': 0.36299999999999943}",25,1,-32.879776216411805,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
638,False,"{'a': 0.2, 'e': 0.36199999999999943}",20,0,-2.9124674051175194,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
639,False,"{'a': 0.2, 'e': 0.36099999999999943}",25,20,8.96476146835586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.35999999999999943}",20,0,11.021913120687087,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.2, 'e': 0.35899999999999943}",25,13,-3.4032233490806325,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.35799999999999943}",20,0,16.371728029726146,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
643,False,"{'a': 0.2, 'e': 0.35699999999999943}",25,16,16.378224451925874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.35599999999999943}",35,16,-1.5005943652582137,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
645,False,"{'a': 0.2, 'e': 0.3549999999999994}",30,16,-35.81654102269899,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.2, 'e': 0.3539999999999994}",20,7,13.220503408212965,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.2, 'e': 0.3529999999999994}",25,11,26.15630334147541,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.2, 'e': 0.3519999999999994}",20,13,2.840586915150546,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.2, 'e': 0.3509999999999994}",20,3,-78.09934887086692,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
650,False,"{'a': 0.2, 'e': 0.3499999999999994}",25,13,-31.062768756678217,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.2, 'e': 0.3489999999999994}",25,0,32.64859650693851,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
652,False,"{'a': 0.2, 'e': 0.3479999999999994}",25,12,12.035550939122187,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.2, 'e': 0.3469999999999994}",20,12,11.788520598502735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.2, 'e': 0.3459999999999994}",20,6,-3.7668210722057234,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
655,False,"{'a': 0.2, 'e': 0.3449999999999994}",30,2,-7.9001071953992685,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
656,False,"{'a': 0.2, 'e': 0.3439999999999994}",30,9,-39.59520875949088,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 1}",1
657,False,"{'a': 0.2, 'e': 0.3429999999999994}",25,0,10.06241322705435,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.2, 'e': 0.3419999999999994}",20,12,5.800320643700134,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.2, 'e': 0.3409999999999994}",25,14,19.131895188774507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.2, 'e': 0.3399999999999994}",20,0,15.122442965855221,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
661,False,"{'a': 0.2, 'e': 0.3389999999999994}",35,10,-41.7941803537861,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
662,False,"{'a': 0.2, 'e': 0.3379999999999994}",25,10,-24.300440992750307,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
663,False,"{'a': 0.2, 'e': 0.3369999999999994}",20,12,3.668055520311916,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.2, 'e': 0.3359999999999994}",25,10,-32.00464945827936,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.2, 'e': 0.3349999999999994}",25,4,6.6499315522068745,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
666,False,"{'a': 0.2, 'e': 0.3339999999999994}",25,16,9.58528340152406,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.2, 'e': 0.3329999999999994}",20,10,9.71479108949891,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.2, 'e': 0.3319999999999994}",30,0,15.201371493127647,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
669,False,"{'a': 0.2, 'e': 0.3309999999999994}",20,7,8.631661691796204,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.2, 'e': 0.3299999999999994}",20,0,-42.91194257998482,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
671,False,"{'a': 0.2, 'e': 0.3289999999999994}",25,13,-53.994327794679975,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
672,False,"{'a': 0.2, 'e': 0.3279999999999994}",25,0,30.85547493778366,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.2, 'e': 0.3269999999999994}",20,6,12.914501625613733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.2, 'e': 0.3259999999999994}",30,7,-6.84337388466687,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
675,False,"{'a': 0.2, 'e': 0.3249999999999994}",20,12,5.831688772296456,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.2, 'e': 0.3239999999999994}",25,3,-60.70689534100932,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 1}",1
677,False,"{'a': 0.2, 'e': 0.3229999999999994}",20,9,-9.109146594510484,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.2, 'e': 0.3219999999999994}",30,14,24.57858279112802,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.2, 'e': 0.3209999999999994}",25,15,-48.15020630886374,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
680,False,"{'a': 0.2, 'e': 0.3199999999999994}",25,15,-2.7116275336421936,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.2, 'e': 0.3189999999999994}",20,0,-35.00259612338121,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
682,False,"{'a': 0.2, 'e': 0.3179999999999994}",30,15,-8.52319710485266,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
683,False,"{'a': 0.2, 'e': 0.3169999999999994}",30,3,-19.77555782721157,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
684,False,"{'a': 0.2, 'e': 0.3159999999999994}",25,13,10.009774417827517,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.2, 'e': 0.3149999999999994}",25,10,-0.3835163474211716,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
686,False,"{'a': 0.2, 'e': 0.3139999999999994}",20,9,-51.67273601079228,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
687,False,"{'a': 0.2, 'e': 0.3129999999999994}",20,10,19.99285301563305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.2, 'e': 0.3119999999999994}",20,0,-29.66567634337875,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
689,False,"{'a': 0.2, 'e': 0.3109999999999994}",20,7,-11.989881302752856,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
690,False,"{'a': 0.2, 'e': 0.3099999999999994}",20,0,18.112859163269366,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
691,False,"{'a': 0.2, 'e': 0.3089999999999994}",20,16,8.790672633935802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.2, 'e': 0.3079999999999994}",25,0,-43.41762506388595,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
693,False,"{'a': 0.2, 'e': 0.3069999999999994}",20,0,-12.827123592710251,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
694,False,"{'a': 0.2, 'e': 0.3059999999999994}",25,0,-52.600491886355876,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
695,False,"{'a': 0.2, 'e': 0.3049999999999994}",30,13,29.197949620124007,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.2, 'e': 0.3039999999999994}",25,7,-46.06067874574249,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
697,False,"{'a': 0.2, 'e': 0.3029999999999994}",20,0,-14.14201528780458,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
698,False,"{'a': 0.2, 'e': 0.3019999999999994}",25,7,-10.94308258679944,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
699,False,"{'a': 0.2, 'e': 0.3009999999999994}",30,16,18.678767408906932,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.2, 'e': 0.2999999999999994}",25,12,13.317648507823671,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.2, 'e': 0.2989999999999994}",20,6,2.8069733590073715,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
702,False,"{'a': 0.2, 'e': 0.2979999999999994}",20,3,-42.32629578305602,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
703,False,"{'a': 0.2, 'e': 0.2969999999999994}",25,5,-7.696319515031902,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
704,False,"{'a': 0.2, 'e': 0.2959999999999994}",20,6,-2.5358101920287393,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
705,False,"{'a': 0.2, 'e': 0.2949999999999994}",20,0,-10.97353255673788,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
706,False,"{'a': 0.2, 'e': 0.2939999999999994}",25,0,-114.40769803138696,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
707,False,"{'a': 0.2, 'e': 0.29299999999999937}",30,0,-30.488587624994267,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
708,False,"{'a': 0.2, 'e': 0.29199999999999937}",30,20,-26.770644153148435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
709,False,"{'a': 0.2, 'e': 0.29099999999999937}",20,0,-48.02863335723714,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
710,False,"{'a': 0.2, 'e': 0.28999999999999937}",30,19,18.301906155987268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.2, 'e': 0.28899999999999937}",20,0,-18.415868770253407,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
712,False,"{'a': 0.2, 'e': 0.28799999999999937}",20,0,-20.35279900841699,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
713,False,"{'a': 0.2, 'e': 0.28699999999999937}",25,8,-14.86647276071196,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
714,False,"{'a': 0.2, 'e': 0.28599999999999937}",20,0,5.364016678339824,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
715,False,"{'a': 0.2, 'e': 0.28499999999999936}",20,5,-0.4759114323840765,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
716,False,"{'a': 0.2, 'e': 0.28399999999999936}",25,7,14.750316144250247,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.2, 'e': 0.28299999999999936}",25,11,7.010598995018519,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
718,False,"{'a': 0.2, 'e': 0.28199999999999936}",20,0,-68.90540794870725,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
719,False,"{'a': 0.2, 'e': 0.28099999999999936}",25,14,-31.919199893522027,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
720,False,"{'a': 0.2, 'e': 0.27999999999999936}",20,14,8.79623006248389,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.2, 'e': 0.27899999999999936}",25,0,25.87304946060054,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
722,False,"{'a': 0.2, 'e': 0.27799999999999936}",25,0,-15.103031182731536,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
723,False,"{'a': 0.2, 'e': 0.27699999999999936}",35,14,37.76264515073239,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.2, 'e': 0.27599999999999936}",20,6,20.68707040761553,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.2, 'e': 0.27499999999999936}",25,0,-31.77383032121375,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
726,False,"{'a': 0.2, 'e': 0.27399999999999936}",30,0,-91.12976190465788,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
727,False,"{'a': 0.2, 'e': 0.27299999999999935}",20,10,11.1023932356531,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.2, 'e': 0.27199999999999935}",20,0,-143.25954382503267,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 4}",0
729,False,"{'a': 0.2, 'e': 0.27099999999999935}",20,4,11.424796979152047,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.2, 'e': 0.26999999999999935}",20,0,-5.206826050344299,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
731,False,"{'a': 0.2, 'e': 0.26899999999999935}",20,9,18.11202835529593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.2, 'e': 0.26799999999999935}",25,7,12.004237043056488,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.2, 'e': 0.26699999999999935}",30,16,13.191681478152063,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.2, 'e': 0.26599999999999935}",20,0,1.8846727681245674,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
